"","Pern","Aul","Myt","TideHeight"
"1",18.3076923076923,19.6153846153846,1.69230769230769,250
"2",18,19.3076923076923,1.61538461538462,240
"3",17.7692307692308,19.0769230769231,1.53846153846154,230
"4",17.4615384615385,18.6153846153846,1.53846153846154,220
"5",16.9230769230769,18.2307692307692,1.46153846153846,210
"6",16.1538461538462,17.3846153846154,1.46153846153846,200
"7",15.3846153846154,16.6153846153846,1.38461538461538,190
"8",13.2307692307692,14.7692307692308,1.07692307692308,180
"9",10.2307692307692,11.3076923076923,0.769230769230769,170
"10",6.76923076923077,7.38461538461539,0.384615384615385,160
"11",3.15384615384615,3.53846153846154,0.153846153846154,150
"12",1.46153846153846,1.61538461538462,0,140
"13",0.615384615384615,0.692307692307692,0,130
"14",0.384615384615385,0.461538461538462,0,120
"15",0.307692307692308,0.307692307692308,0,110
"16",0.230769230769231,0.230769230769231,0,100
"17",0.0769230769230769,0.0769230769230769,0,90
"18",0,0,0,80
"19",0,0,0,70
"20",0,0,0,60
"21",0,0,0,50
